epoch,Day,Infectived,Recovered,Current Infected,Susceptibles
2,40,66,66,0,69
2,41,66,66,0,69
2,42,66,66,0,69
2,43,66,66,0,69
2,44,66,66,0,69
2,45,66,66,0,69
2,46,66,66,0,69
2,47,66,66,0,69
2,48,66,66,0,69
2,49,66,66,0,69
2,50,66,66,0,69
2,51,66,66,0,69
2,52,66,66,0,69
2,53,66,66,0,69
2,54,66,66,0,69
2,55,66,66,0,69
2,56,66,66,0,69
2,57,66,66,0,69
2,58,66,66,0,69
2,59,66,66,0,69
2,60,66,66,0,69
2,61,66,66,0,69
2,62,66,66,0,69
2,63,66,66,0,69
2,64,66,66,0,69
2,65,66,66,0,69
2,66,66,66,0,69
2,67,66,66,0,69
2,68,66,66,0,69
2,69,66,66,0,69
2,70,66,66,0,69
2,71,66,66,0,69
2,72,66,66,0,69
2,73,66,66,0,69
2,74,66,66,0,69
2,75,66,66,0,69
2,76,66,66,0,69
2,77,66,66,0,69
2,78,66,66,0,69
2,79,66,66,0,69
2,80,66,66,0,69
2,81,66,66,0,69
2,82,66,66,0,69
2,83,66,66,0,69
2,84,66,66,0,69
2,85,66,66,0,69
2,86,66,66,0,69
2,87,66,66,0,69
2,88,66,66,0,69
2,89,66,66,0,69
2,90,66,66,0,69
2,91,66,66,0,69
2,92,66,66,0,69
2,93,66,66,0,69
2,94,66,66,0,69
2,95,66,66,0,69
2,96,66,66,0,69
2,97,66,66,0,69
2,98,66,66,0,69
2,99,66,66,0,69
2,100,66,66,0,69
3,1,2,0,2,133
3,2,3,0,3,132
3,3,10,0,10,125
3,4,22,1,21,113
3,5,39,2,37,96
3,6,52,3,49,83
3,7,59,10,49,76
3,8,63,22,41,72
3,9,63,39,24,72
3,10,63,52,11,72
3,11,63,59,4,72
3,12,63,63,0,72
3,13,63,63,0,72
3,14,63,63,0,72
3,15,63,63,0,72
3,16,63,63,0,72
3,17,63,63,0,72
3,18,63,63,0,72
3,19,63,63,0,72
3,20,63,63,0,72
3,21,63,63,0,72
3,22,63,63,0,72
3,23,63,63,0,72
3,24,63,63,0,72
3,25,63,63,0,72
3,26,63,63,0,72
3,27,63,63,0,72
3,28,63,63,0,72
3,29,63,63,0,72
3,30,63,63,0,72
3,31,63,63,0,72
3,32,63,63,0,72
3,33,63,63,0,72
3,34,63,63,0,72
3,35,63,63,0,72
3,36,63,63,0,72
3,37,63,63,0,72
3,38,63,63,0,72
3,39,63,63,0,72
3,40,63,63,0,72
3,41,63,63,0,72
3,42,63,63,0,72
3,43,63,63,0,72
3,44,63,63,0,72
3,45,63,63,0,72
3,46,63,63,0,72
3,47,63,63,0,72
3,48,63,63,0,72
3,49,63,63,0,72
3,50,63,63,0,72
3,51,63,63,0,72
3,52,63,63,0,72
3,53,63,63,0,72
3,54,63,63,0,72
3,55,63,63,0,72
3,56,63,63,0,72
3,57,63,63,0,72
3,58,63,63,0,72
3,59,63,63,0,72
3,60,63,63,0,72
3,61,63,63,0,72
3,62,63,63,0,72
3,63,63,63,0,72
3,64,63,63,0,72
3,65,63,63,0,72
3,66,63,63,0,72
3,67,63,63,0,72
3,68,63,63,0,72
3,69,63,63,0,72
3,70,63,63,0,72
3,71,63,63,0,72
3,72,63,63,0,72
3,73,63,63,0,72
3,74,63,63,0,72
3,75,63,63,0,72
3,76,63,63,0,72
3,77,63,63,0,72
3,78,63,63,0,72
3,79,63,63,0,72
3,80,63,63,0,72
3,81,63,63,0,72
3,82,63,63,0,72
3,83,63,63,0,72
3,84,63,63,0,72
3,85,63,63,0,72
3,86,63,63,0,72
3,87,63,63,0,72
3,88,63,63,0,72
3,89,63,63,0,72
3,90,63,63,0,72
3,91,63,63,0,72
3,92,63,63,0,72
3,93,63,63,0,72
3,94,63,63,0,72
3,95,63,63,0,72
3,96,63,63,0,72
3,97,63,63,0,72
3,98,63,63,0,72
3,99,63,63,0,72
3,100,63,63,0,72
4,1,2,0,2,133
4,2,4,0,4,131
4,3,10,0,10,125
4,4,23,1,22,112
4,5,36,2,34,99
4,6,50,4,46,85
4,7,62,10,52,73
4,8,68,23,45,67
4,9,70,36,34,65
4,10,71,50,21,64
4,11,71,62,9,64
4,12,71,68,3,64
4,13,71,70,1,64
4,14,71,71,0,64
4,15,71,71,0,64
4,16,71,71,0,64
4,17,71,71,0,64
4,18,71,71,0,64
4,19,71,71,0,64
4,20,71,71,0,64
4,21,71,71,0,64
4,22,71,71,0,64
4,23,71,71,0,64
4,24,71,71,0,64
4,25,71,71,0,64
4,26,71,71,0,64
4,27,71,71,0,64
4,28,71,71,0,64
4,29,71,71,0,64
4,30,71,71,0,64
4,31,71,71,0,64
4,32,71,71,0,64
4,33,71,71,0,64
4,34,71,71,0,64
4,35,71,71,0,64
4,36,71,71,0,64
4,37,71,71,0,64
4,38,71,71,0,64
4,39,71,71,0,64
4,40,71,71,0,64
4,41,71,71,0,64
4,42,71,71,0,64
4,43,71,71,0,64
4,44,71,71,0,64
4,45,71,71,0,64
4,46,71,71,0,64
4,47,71,71,0,64
4,48,71,71,0,64
4,49,71,71,0,64
4,50,71,71,0,64
4,51,71,71,0,64
4,52,71,71,0,64
4,53,71,71,0,64
4,54,71,71,0,64
4,55,71,71,0,64
4,56,71,71,0,64
4,57,71,71,0,64
4,58,71,71,0,64
4,59,71,71,0,64
4,60,71,71,0,64
4,61,71,71,0,64
4,62,71,71,0,64
4,63,71,71,0,64
4,64,71,71,0,64
4,65,71,71,0,64
4,66,71,71,0,64
4,67,71,71,0,64
4,68,71,71,0,64
4,69,71,71,0,64
4,70,71,71,0,64
4,71,71,71,0,64
4,72,71,71,0,64
4,73,71,71,0,64
4,74,71,71,0,64
4,75,71,71,0,64
4,76,71,71,0,64
4,77,71,71,0,64
4,78,71,71,0,64
4,79,71,71,0,64
4,80,71,71,0,64
4,81,71,71,0,64
4,82,71,71,0,64
4,83,71,71,0,64
4,84,71,71,0,64
4,85,71,71,0,64
4,86,71,71,0,64
4,87,71,71,0,64
4,88,71,71,0,64
4,89,71,71,0,64
4,90,71,71,0,64
4,91,71,71,0,64
4,92,71,71,0,64
4,93,71,71,0,64
4,94,71,71,0,64
4,95,71,71,0,64
4,96,71,71,0,64
4,97,71,71,0,64
4,98,71,71,0,64
4,99,71,71,0,64
4,100,71,71,0,64
5,1,2,0,2,133
5,2,6,0,6,129
5,3,15,0,15,120
5,4,32,1,31,103
5,5,49,2,47,86
5,6,67,6,61,68
5,7,74,15,59,61
5,8,75,32,43,60
5,9,75,49,26,60
5,10,75,67,8,60
5,11,75,74,1,60
5,12,75,75,0,60
5,13,75,75,0,60
5,14,75,75,0,60
5,15,75,75,0,60
5,16,75,75,0,60
5,17,75,75,0,60
5,18,75,75,0,60
5,19,75,75,0,60
5,20,75,75,0,60
5,21,75,75,0,60
5,22,75,75,0,60
5,23,75,75,0,60
5,24,75,75,0,60
5,25,75,75,0,60
5,26,75,75,0,60
5,27,75,75,0,60
5,28,75,75,0,60
5,29,75,75,0,60
5,30,75,75,0,60
5,31,75,75,0,60
5,32,75,75,0,60
5,33,75,75,0,60
5,34,75,75,0,60
5,35,75,75,0,60
5,36,75,75,0,60
5,37,75,75,0,60
5,38,75,75,0,60
5,39,75,75,0,60
5,40,75,75,0,60
5,41,75,75,0,60
5,42,75,75,0,60
5,43,75,75,0,60
5,44,75,75,0,60
5,45,75,75,0,60
5,46,75,75,0,60
5,47,75,75,0,60
5,48,75,75,0,60
5,49,75,75,0,60
5,50,75,75,0,60
5,51,75,75,0,60
5,52,75,75,0,60
5,53,75,75,0,60
5,54,75,75,0,60
5,55,75,75,0,60
5,56,75,75,0,60
5,57,75,75,0,60
5,58,75,75,0,60
5,59,75,75,0,60
5,60,75,75,0,60
5,61,75,75,0,60
5,62,75,75,0,60
5,63,75,75,0,60
5,64,75,75,0,60
5,65,75,75,0,60
5,66,75,75,0,60
5,67,75,75,0,60
5,68,75,75,0,60
5,69,75,75,0,60
5,70,75,75,0,60
5,71,75,75,0,60
5,72,75,75,0,60
5,73,75,75,0,60
5,74,75,75,0,60
5,75,75,75,0,60
5,76,75,75,0,60
5,77,75,75,0,60
5,78,75,75,0,60
5,79,75,75,0,60
5,80,75,75,0,60
5,81,75,75,0,60
5,82,75,75,0,60
5,83,75,75,0,60
5,84,75,75,0,60
5,85,75,75,0,60
5,86,75,75,0,60
5,87,75,75,0,60
5,88,75,75,0,60
5,89,75,75,0,60
5,90,75,75,0,60
5,91,75,75,0,60
5,92,75,75,0,60
5,93,75,75,0,60
5,94,75,75,0,60
5,95,75,75,0,60
5,96,75,75,0,60
5,97,75,75,0,60
5,98,75,75,0,60
5,99,75,75,0,60
5,100,75,75,0,60
6,1,1,0,1,134
6,2,1,0,1,134
6,3,4,0,4,131
6,4,10,1,9,125
6,5,25,1,24,110
6,6,40,1,39,95
6,7,53,4,49,82
6,8,60,10,50,75
6,9,62,25,37,73
6,10,63,40,23,72
6,11,63,53,10,72
6,12,63,60,3,72
6,13,63,62,1,72
6,14,63,63,0,72
6,15,63,63,0,72
6,16,63,63,0,72
6,17,63,63,0,72
6,18,63,63,0,72
6,19,63,63,0,72
6,20,63,63,0,72
6,21,63,63,0,72
6,22,63,63,0,72
6,23,63,63,0,72
6,24,63,63,0,72
6,25,63,63,0,72
6,26,63,63,0,72
6,27,63,63,0,72
6,28,63,63,0,72
6,29,63,63,0,72
6,30,63,63,0,72
6,31,63,63,0,72
6,32,63,63,0,72
6,33,63,63,0,72
6,34,63,63,0,72
6,35,63,63,0,72
6,36,63,63,0,72
6,37,63,63,0,72
6,38,63,63,0,72
6,39,63,63,0,72
6,40,63,63,0,72
6,41,63,63,0,72
6,42,63,63,0,72
6,43,63,63,0,72
6,44,63,63,0,72
6,45,63,63,0,72
6,46,63,63,0,72
6,47,63,63,0,72
6,48,63,63,0,72
6,49,63,63,0,72
6,50,63,63,0,72
6,51,63,63,0,72
6,52,63,63,0,72
6,53,63,63,0,72
6,54,63,63,0,72
6,55,63,63,0,72
6,56,63,63,0,72
6,57,63,63,0,72
6,58,63,63,0,72
6,59,63,63,0,72
6,60,63,63,0,72
6,61,63,63,0,72
6,62,63,63,0,72
6,63,63,63,0,72
6,64,63,63,0,72
6,65,63,63,0,72
6,66,63,63,0,72
6,67,63,63,0,72
6,68,63,63,0,72
6,69,63,63,0,72
6,70,63,63,0,72
6,71,63,63,0,72
6,72,63,63,0,72
6,73,63,63,0,72
6,74,63,63,0,72
6,75,63,63,0,72
6,76,63,63,0,72
6,77,63,63,0,72
6,78,63,63,0,72
6,79,63,63,0,72
6,80,63,63,0,72
6,81,63,63,0,72
6,82,63,63,0,72
6,83,63,63,0,72
6,84,63,63,0,72
6,85,63,63,0,72
6,86,63,63,0,72
6,87,63,63,0,72
6,88,63,63,0,72
6,89,63,63,0,72
6,90,63,63,0,72
6,91,63,63,0,72
6,92,63,63,0,72
6,93,63,63,0,72
6,94,63,63,0,72
6,95,63,63,0,72
6,96,63,63,0,72
6,97,63,63,0,72
6,98,63,63,0,72
6,99,63,63,0,72
6,100,63,63,0,72
7,1,2,0,2,133
7,2,3,0,3,132
7,3,7,0,7,128
7,4,16,1,15,119
7,5,32,2,30,103
7,6,47,3,44,88
7,7,59,7,52,76
7,8,65,16,49,70
7,9,67,32,35,68
7,10,68,47,21,67
7,11,70,59,11,65
7,12,70,65,5,65
7,13,70,67,3,65
7,14,70,68,2,65
7,15,70,70,0,65
7,16,70,70,0,65
7,17,70,70,0,65
7,18,70,70,0,65
7,19,70,70,0,65
7,20,70,70,0,65
7,21,70,70,0,65
7,22,70,70,0,65
7,23,70,70,0,65
7,24,70,70,0,65
7,25,70,70,0,65
7,26,70,70,0,65
7,27,70,70,0,65
7,28,70,70,0,65
7,29,70,70,0,65
7,30,70,70,0,65
7,31,70,70,0,65
7,32,70,70,0,65
7,33,70,70,0,65
7,34,70,70,0,65
7,35,70,70,0,65
7,36,70,70,0,65
7,37,70,70,0,65
7,38,70,70,0,65
7,39,70,70,0,65
7,40,70,70,0,65
7,41,70,70,0,65
7,42,70,70,0,65
7,43,70,70,0,65
7,44,70,70,0,65
7,45,70,70,0,65
7,46,70,70,0,65
7,47,70,70,0,65
7,48,70,70,0,65
7,49,70,70,0,65
7,50,70,70,0,65
7,51,70,70,0,65
7,52,70,70,0,65
7,53,70,70,0,65
7,54,70,70,0,65
7,55,70,70,0,65
7,56,70,70,0,65
7,57,70,70,0,65
7,58,70,70,0,65
7,59,70,70,0,65
7,60,70,70,0,65
7,61,70,70,0,65
7,62,70,70,0,65
7,63,70,70,0,65
7,64,70,70,0,65
7,65,70,70,0,65
7,66,70,70,0,65
7,67,70,70,0,65
7,68,70,70,0,65
7,69,70,70,0,65
7,70,70,70,0,65
7,71,70,70,0,65
7,72,70,70,0,65
7,73,70,70,0,65
7,74,70,70,0,65
7,75,70,70,0,65
7,76,70,70,0,65
7,77,70,70,0,65
7,78,70,70,0,65
7,79,70,70,0,65
7,80,70,70,0,65
7,81,70,70,0,65
7,82,70,70,0,65
7,83,70,70,0,65
7,84,70,70,0,65
7,85,70,70,0,65
7,86,70,70,0,65
7,87,70,70,0,65
7,88,70,70,0,65
7,89,70,70,0,65
7,90,70,70,0,65
7,91,70,70,0,65
7,92,70,70,0,65
7,93,70,70,0,65
7,94,70,70,0,65
7,95,70,70,0,65
7,96,70,70,0,65
7,97,70,70,0,65
7,98,70,70,0,65
7,99,70,70,0,65
7,100,70,70,0,65
8,1,6,0,6,129
8,2,14,0,14,121
8,3,25,0,25,110
8,4,38,1,37,97
8,5,49,6,43,86
8,6,54,14,40,81
8,7,55,25,30,80
8,8,56,38,18,79
8,9,56,49,7,79
8,10,56,54,2,79
8,11,56,55,1,79
8,12,56,56,0,79
8,13,56,56,0,79
8,14,56,56,0,79
8,15,56,56,0,79
8,16,56,56,0,79
8,17,56,56,0,79
8,18,56,56,0,79
8,19,56,56,0,79
8,20,56,56,0,79
8,21,56,56,0,79
8,22,56,56,0,79
8,23,56,56,0,79
8,24,56,56,0,79
8,25,56,56,0,79
8,26,56,56,0,79
8,27,56,56,0,79
8,28,56,56,0,79
8,29,56,56,0,79
8,30,56,56,0,79
8,31,56,56,0,79
8,32,56,56,0,79
8,33,56,56,0,79
8,34,56,56,0,79
8,35,56,56,0,79
8,36,56,56,0,79
8,37,56,56,0,79
8,38,56,56,0,79
8,39,56,56,0,79
8,40,56,56,0,79
8,41,56,56,0,79
8,42,56,56,0,79
8,43,56,56,0,79
8,44,56,56,0,79
8,45,56,56,0,79
8,46,56,56,0,79
8,47,56,56,0,79
8,48,56,56,0,79
8,49,56,56,0,79
8,50,56,56,0,79
8,51,56,56,0,79
8,52,56,56,0,79
8,53,56,56,0,79
8,54,56,56,0,79
8,55,56,56,0,79
8,56,56,56,0,79
8,57,56,56,0,79
8,58,56,56,0,79
8,59,56,56,0,79
8,60,56,56,0,79
8,61,56,56,0,79
8,62,56,56,0,79
8,63,56,56,0,79
8,64,56,56,0,79
8,65,56,56,0,79
8,66,56,56,0,79
8,67,56,56,0,79
8,68,56,56,0,79
8,69,56,56,0,79
8,70,56,56,0,79
8,71,56,56,0,79
8,72,56,56,0,79
8,73,56,56,0,79
8,74,56,56,0,79
8,75,56,56,0,79
8,76,56,56,0,79
8,77,56,56,0,79
8,78,56,56,0,79
8,79,56,56,0,79
8,80,56,56,0,79
8,81,56,56,0,79
8,82,56,56,0,79
8,83,56,56,0,79
8,84,56,56,0,79
8,85,56,56,0,79
8,86,56,56,0,79
8,87,56,56,0,79
8,88,56,56,0,79
8,89,56,56,0,79
8,90,56,56,0,79
8,91,56,56,0,79
8,92,56,56,0,79
8,93,56,56,0,79
8,94,56,56,0,79
8,95,56,56,0,79
8,96,56,56,0,79
8,97,56,56,0,79
8,98,56,56,0,79
8,99,56,56,0,79
8,100,56,56,0,79
9,1,1,0,1,134
9,2,1,0,1,134
9,3,1,0,1,134
9,4,2,1,1,133
9,5,3,1,2,132
9,6,9,1,8,126
9,7,17,1,16,118
9,8,30,2,28,105
9,9,45,3,42,90
9,10,54,9,45,81
9,11,59,17,42,76
9,12,60,30,30,75
9,13,61,45,16,74
9,14,62,54,8,73
9,15,62,59,3,73
9,16,62,60,2,73
9,17,62,61,1,73
9,18,62,62,0,73
9,19,62,62,0,73
9,20,62,62,0,73
9,21,62,62,0,73
9,22,62,62,0,73
9,23,62,62,0,73
9,24,62,62,0,73
9,25,62,62,0,73
9,26,62,62,0,73
9,27,62,62,0,73
9,28,62,62,0,73
9,29,62,62,0,73
9,30,62,62,0,73
9,31,62,62,0,73
9,32,62,62,0,73
9,33,62,62,0,73
9,34,62,62,0,73
9,35,62,62,0,73
9,36,62,62,0,73
9,37,62,62,0,73
9,38,62,62,0,73
9,39,62,62,0,73
9,40,62,62,0,73
9,41,62,62,0,73
9,42,62,62,0,73
9,43,62,62,0,73
9,44,62,62,0,73
9,45,62,62,0,73
9,46,62,62,0,73
9,47,62,62,0,73
9,48,62,62,0,73
9,49,62,62,0,73
9,50,62,62,0,73
9,51,62,62,0,73
9,52,62,62,0,73
9,53,62,62,0,73
9,54,62,62,0,73
9,55,62,62,0,73
9,56,62,62,0,73
9,57,62,62,0,73
9,58,62,62,0,73
9,59,62,62,0,73
9,60,62,62,0,73
9,61,62,62,0,73
9,62,62,62,0,73
9,63,62,62,0,73
9,64,62,62,0,73
9,65,62,62,0,73
9,66,62,62,0,73
9,67,62,62,0,73
9,68,62,62,0,73
9,69,62,62,0,73
9,70,62,62,0,73
9,71,62,62,0,73
9,72,62,62,0,73
9,73,62,62,0,73
9,74,62,62,0,73
9,75,62,62,0,73
9,76,62,62,0,73
9,77,62,62,0,73
9,78,62,62,0,73
9,79,62,62,0,73
9,80,62,62,0,73
9,81,62,62,0,73
9,82,62,62,0,73
9,83,62,62,0,73
9,84,62,62,0,73
9,85,62,62,0,73
9,86,62,62,0,73
9,87,62,62,0,73
9,88,62,62,0,73
9,89,62,62,0,73
9,90,62,62,0,73
9,91,62,62,0,73
9,92,62,62,0,73
9,93,62,62,0,73
9,94,62,62,0,73
9,95,62,62,0,73
9,96,62,62,0,73
9,97,62,62,0,73
9,98,62,62,0,73
9,99,62,62,0,73
9,100,62,62,0,73
10,1,3,0,3,132
10,2,9,0,9,126
10,3,20,0,20,115
10,4,39,1,38,96
10,5,57,3,54,78
10,6,69,9,60,66
10,7,74,20,54,61
10,8,75,39,36,60
10,9,76,57,19,59
10,10,76,69,7,59
10,11,76,74,2,59
10,12,76,75,1,59
10,13,76,76,0,59
10,14,76,76,0,59
10,15,76,76,0,59
10,16,76,76,0,59
10,17,76,76,0,59
10,18,76,76,0,59
10,19,76,76,0,59
10,20,76,76,0,59
10,21,76,76,0,59
10,22,76,76,0,59
10,23,76,76,0,59
10,24,76,76,0,59
10,25,76,76,0,59
10,26,76,76,0,59
10,27,76,76,0,59
10,28,76,76,0,59
10,29,76,76,0,59
10,30,76,76,0,59
10,31,76,76,0,59
10,32,76,76,0,59
10,33,76,76,0,59
10,34,76,76,0,59
10,35,76,76,0,59
10,36,76,76,0,59
10,37,76,76,0,59
10,38,76,76,0,59
10,39,76,76,0,59
10,40,76,76,0,59
10,41,76,76,0,59
10,42,76,76,0,59
10,43,76,76,0,59
10,44,76,76,0,59
10,45,76,76,0,59
10,46,76,76,0,59
10,47,76,76,0,59
10,48,76,76,0,59
10,49,76,76,0,59
10,50,76,76,0,59
10,51,76,76,0,59
10,52,76,76,0,59
10,53,76,76,0,59
10,54,76,76,0,59
10,55,76,76,0,59
10,56,76,76,0,59
10,57,76,76,0,59
10,58,76,76,0,59
10,59,76,76,0,59
10,60,76,76,0,59
10,61,76,76,0,59
10,62,76,76,0,59
10,63,76,76,0,59
10,64,76,76,0,59
10,65,76,76,0,59
10,66,76,76,0,59
10,67,76,76,0,59
10,68,76,76,0,59
10,69,76,76,0,59
10,70,76,76,0,59
10,71,76,76,0,59
10,72,76,76,0,59
10,73,76,76,0,59
10,74,76,76,0,59
10,75,76,76,0,59
10,76,76,76,0,59
10,77,76,76,0,59
10,78,76,76,0,59
10,79,76,76,0,59
10,80,76,76,0,59
10,81,76,76,0,59
10,82,76,76,0,59
10,83,76,76,0,59
10,84,76,76,0,59
10,85,76,76,0,59
10,86,76,76,0,59
10,87,76,76,0,59
10,88,76,76,0,59
10,89,76,76,0,59
10,90,76,76,0,59
10,91,76,76,0,59
10,92,76,76,0,59
10,93,76,76,0,59
10,94,76,76,0,59
10,95,76,76,0,59
10,96,76,76,0,59
10,97,76,76,0,59
10,98,76,76,0,59
10,99,76,76,0,59
10,100,76,76,0,59
11,1,3,0,3,132
11,2,10,0,10,125
11,3,26,0,26,109
11,4,48,1,47,87
11,5,66,3,63,69
11,6,74,10,64,61
11,7,76,26,50,59
11,8,76,48,28,59
11,9,76,66,10,59
11,10,76,74,2,59
11,11,76,76,0,59
11,12,76,76,0,59
11,13,76,76,0,59
11,14,76,76,0,59
11,15,76,76,0,59
11,16,76,76,0,59
11,17,76,76,0,59
11,18,76,76,0,59
11,19,76,76,0,59
11,20,76,76,0,59
11,21,76,76,0,59
11,22,76,76,0,59
11,23,76,76,0,59
11,24,76,76,0,59
11,25,76,76,0,59
11,26,76,76,0,59
11,27,76,76,0,59
11,28,76,76,0,59
11,29,76,76,0,59
11,30,76,76,0,59
11,31,76,76,0,59
11,32,76,76,0,59
11,33,76,76,0,59
11,34,76,76,0,59
11,35,76,76,0,59
11,36,76,76,0,59
11,37,76,76,0,59
11,38,76,76,0,59
11,39,76,76,0,59
11,40,76,76,0,59
11,41,76,76,0,59
11,42,76,76,0,59
11,43,76,76,0,59
11,44,76,76,0,59
11,45,76,76,0,59
11,46,76,76,0,59
11,47,76,76,0,59
11,48,76,76,0,59
11,49,76,76,0,59
11,50,76,76,0,59
11,51,76,76,0,59
11,52,76,76,0,59
11,53,76,76,0,59
11,54,76,76,0,59
11,55,76,76,0,59
11,56,76,76,0,59
11,57,76,76,0,59
11,58,76,76,0,59
11,59,76,76,0,59
11,60,76,76,0,59
11,61,76,76,0,59
11,62,76,76,0,59
11,63,76,76,0,59
11,64,76,76,0,59
11,65,76,76,0,59
11,66,76,76,0,59
11,67,76,76,0,59
11,68,76,76,0,59
11,69,76,76,0,59
11,70,76,76,0,59
11,71,76,76,0,59
11,72,76,76,0,59
11,73,76,76,0,59
11,74,76,76,0,59
11,75,76,76,0,59
11,76,76,76,0,59
11,77,76,76,0,59
11,78,76,76,0,59
11,79,76,76,0,59
11,80,76,76,0,59
11,81,76,76,0,59
11,82,76,76,0,59
11,83,76,76,0,59
11,84,76,76,0,59
11,85,76,76,0,59
11,86,76,76,0,59
11,87,76,76,0,59
11,88,76,76,0,59
11,89,76,76,0,59
11,90,76,76,0,59
11,91,76,76,0,59
11,92,76,76,0,59
11,93,76,76,0,59
11,94,76,76,0,59
11,95,76,76,0,59
11,96,76,76,0,59
11,97,76,76,0,59
11,98,76,76,0,59
11,99,76,76,0,59
11,100,76,76,0,59
12,1,2,0,2,133
12,2,6,0,6,129
12,3,12,0,12,123
12,4,22,1,21,113
12,5,38,2,36,97
12,6,56,6,50,79
12,7,61,12,49,74
12,8,65,22,43,70
12,9,65,38,27,70
12,10,65,56,9,70
12,11,65,61,4,70
12,12,65,65,0,70
12,13,65,65,0,70
12,14,65,65,0,70
12,15,65,65,0,70
12,16,65,65,0,70
12,17,65,65,0,70
12,18,65,65,0,70
12,19,65,65,0,70
12,20,65,65,0,70
12,21,65,65,0,70
12,22,65,65,0,70
12,23,65,65,0,70
12,24,65,65,0,70
12,25,65,65,0,70
12,26,65,65,0,70
12,27,65,65,0,70
12,28,65,65,0,70
12,29,65,65,0,70
12,30,65,65,0,70
12,31,65,65,0,70
12,32,65,65,0,70
12,33,65,65,0,70
12,34,65,65,0,70
12,35,65,65,0,70
12,36,65,65,0,70
12,37,65,65,0,70
12,38,65,65,0,70
12,39,65,65,0,70
12,40,65,65,0,70
12,41,65,65,0,70
12,42,65,65,0,70
12,43,65,65,0,70
12,44,65,65,0,70
12,45,65,65,0,70
12,46,65,65,0,70
12,47,65,65,0,70
12,48,65,65,0,70
12,49,65,65,0,70
12,50,65,65,0,70
12,51,65,65,0,70
12,52,65,65,0,70
12,53,65,65,0,70
12,54,65,65,0,70
12,55,65,65,0,70
12,56,65,65,0,70
12,57,65,65,0,70
12,58,65,65,0,70
12,59,65,65,0,70
12,60,65,65,0,70
12,61,65,65,0,70
